38:CD:07         	FaceCamTechn	Beijing FaceCam Technology Co., Ltd.
38:D0:9C         	HuaweiTechno	Huawei Technologies Co.,Ltd
38:D2:CA         	ZhejiangTmal	Zhejiang Tmall Technology Co., Ltd.
38:D5:47         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
38:D8:2F         	zte         	zte corporation
38:DE:35         	GuangzhouYua	Guangzhou Yuandianhe Communication Technology Co.,Ltd
38:E1:AA         	zte         	zte corporation
38:E2:6E         	SweetRainEle	ShenZhen Sweet Rain Electronics Co.,Ltd.
38:E2:DD         	zte         	zte corporation
38:E3:9F         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
38:E5:63         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
38:E5:95         	GongjinElect	Shenzhen Gongjin Electronics Co.,Lt
38:E6:0A         	XiaomiCommun	Xiaomi Communications Co Ltd
38:E8:EE         	NanjingYouku	Nanjing Youkuo Electric Technology Co., Ltd
38:EB:47         	HuaweiTechno	Huawei Technologies Co.,Ltd
38:F1:8F         	TechnicolorT	Technicolor (China) Technology Co., Ltd.
38:F1:95         	HuaweiTechno	Huawei Technologies Co.,Ltd
38:F5:54         	HisenseElect	Hisense Electric Co.,Ltd
38:F6:CF         	zte         	zte corporation
38:F7:CD:40/28   	NordiTelekom	Nordi Telekommunikatsiooni Oü
38:F7:CD:50/28   	qinzhuoElect	Shanghai qinzhuo Electronic Co., Ltd.
38:F7:CD:60/28   	FastCotton  	Fast Cotton(Beijing) Limited
38:F7:CD:C0/28   	MADIGIElectr	Shenzhen MADIGI Electronic Technology Co., Ltd
38:F7:F1         	HuaweiDevice	Huawei Device Co., Ltd.
38:F8:89         	HuaweiTechno	Huawei Technologies Co.,Ltd
38:FA:CA         	SkyworthDigi	Skyworth Digital Technology(Shenzhen) Co.,Ltd
38:FB:14         	HuaweiTechno	Huawei Technologies Co.,Ltd
38:FC:34         	HuaweiDevice	Huawei Device Co., Ltd.
3A:5A:27         	LongsysElect	Shenzhen Longsys Electronics Co.,Ltd.
3A:72:C2         	HuaweiTechno	Huawei Technologies Co.,Ltd
3A:76:5D         	NewCoSemiTec	NewCoSemi(Beijing) Technology Co., Ltd
3C:05:8E         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:06:64         	LeagridTechn	Beijing Leagrid Technology Co.,Ltd.
3C:06:A7         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
3C:08:1E         	YupontElectr	Beijing Yupont Electric Power Technology Co.,Ltd
3C:13:5A         	XiaomiCommun	Xiaomi Communications Co Ltd
3C:13:BB         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:15:12         	HuanhuTechno	Shenzhen Huanhu Technology Co.,Ltd
3C:15:FB         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:16:40         	QingdaoHaier	Qingdao Haier Technology Co.,Ltd
3C:19:CB         	TecnoMobile 	Tecno Mobile Limited
3C:1B:F8         	HikvisionDig	Hangzhou Hikvision Digital Technology Co.,Ltd.
3C:1E:04         	DLinkInterna	D-Link International
3C:1E:13         	SunriseTechn	Hangzhou Sunrise Technology Co., Ltd
3C:24:F0:00/28   	PinsidaTechn	Shenzhen Pinsida Technology Co.,Ltd.
3C:24:F0:A0/28   	BestwayTechn	Shenzhen Bestway Technology Co., Ltd
3C:28:A6         	AlcatelLucen	Alcatel-Lucent Enterprise (China)
3C:2C:94         	DelanTech   	杭州德澜科技有限公司（HangZhou Delan Technology Co.,Ltd）
3C:2C:A6         	XiaomiElectr	Beijing Xiaomi Electronics Co.,Ltd
3C:30:6F         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:32:B9         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
3C:33:00         	Bilianelectr	Shenzhen Bilian electronic CO.,LTD
3C:33:32         	DLink       	D-Link Corporation
3C:35:76         	ItelMobile  	Itel Mobile Limited
3C:36:6A         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:37:86         	Netgear     	Netgear
3C:38:24         	XiaomiCommun	Xiaomi Communications Co Ltd
3C:39:A8         	TaichiTechno	Shenzhen Taichi Technology Limited
3C:39:E7:C0/28   	VanstoneElec	Vanstone Electronic (Beijing)Co,. Ltd.
3C:3B:99         	ItelMobile  	Itel Mobile Limited
3C:3B:AD         	ChinaDragonT	China Dragon Technology Limited
3C:40:4F         	PisenElectro	Guangdong Pisen Electronics Co.,Ltd
3C:42:7E:00/28   	GrandwayTech	Grandway Technology (Shenzhen) Limited
3C:42:7E:30/28   	VETASCommuni	Shenzhen VETAS Communication Technology Co , Ltd.
3C:42:7E:E0/28   	Xiaoniunetwo	Xiaoniu network technology (Shanghai) Co., Ltd.
3C:46:45         	InfinityWire	Shanghai Infinity Wireless Technologies Co.,Ltd.
3C:46:D8         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
3C:47:11         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:4A:C9         	HuaweiDevice	Huawei Device Co., Ltd.
3C:4E:56         	ChuangweiRgb	Shenzhen Chuangwei-Rgb Electronics Co.,Ltd
3C:52:A1         	TPLink      	TP-Link Systems Inc
3C:54:47         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:55:DB         	SkyworthDigi	Shenzhen Skyworth Digital Technology CO., Ltd
3C:56:6E         	Infinixmobil	Infinix mobility limited
3C:57:4F         	ChinaMobileG	China Mobile Group Device Co.,Ltd.
3C:59:1E         	TCLKingElect	TCL King Electrical Appliances (Huizhou) Co., Ltd
3C:59:C0         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:5C:C3         	FirstBlueChi	Shenzhen First Blue Chip Technology Ltd
3C:5D:29         	ZhejiangTmal	Zhejiang Tmall Technology Co., Ltd.
3C:62:78         	JetnetTechno	Shenzhen Jetnet Technology Co.,Ltd.
3C:64:CF         	TPLink      	TP-Link Systems Inc
3C:67:8C         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:6A:2C:20/28   	BoschAutomot	Bosch Automotive Products (Suzhou) Co., Ltd.
3C:6A:2C:40/28   	XiAnYepTelec	Xi'An Yep Telecom Technology Co.,Ltd
3C:6A:2C:50/28   	QingdaoiGuan	Qingdao iGuan Technology Co., Ltd.
3C:6A:2C:E0/28   	DonghuaHongt	Beijing Donghua Hongtai Polytron Technologies Inc
3C:6A:48         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
3C:6A:D2         	TPLink      	TP-Link Systems Inc.
3C:6F:9B         	zte         	zte corporation
3C:76:25         	zte         	zte corporation
3C:77:87         	HuaweiDevice	Huawei Device Co., Ltd.
3C:78:43         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:78:95         	TPLink      	TP-Link Systems Inc.
3C:7A:AA         	ChinaDragonT	China Dragon Technology Limited
3C:7A:F0         	ItelMobile  	Itel Mobile Limited
3C:7C:3F         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
3C:80:6B         	HunanVocAcou	Hunan Voc Acoustics Technology Co., Ltd.
3C:84:6A         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
3C:86:9A         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:86:D1         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:8A:E5         	TensunInform	Tensun Information Technology(Hangzhou) Co.,LTD
3C:8B:CD         	AlcatelLucen	Alcatel-Lucent Shanghai Bell Co., Ltd
3C:8C:40         	H3CTechnolog	Hangzhou H3C Technologies Co., Limited
3C:8F:06         	LibtorTechno	Shenzhen Libtor Technology Co.,Ltd
3C:90:E0         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:91:57         	YulongComput	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
3C:93:F4         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:97:22         	worldeliteel	shenzhen worldelite electronics co., LTD
3C:9B:C6         	HuaweiDevice	Huawei Device Co., Ltd.
3C:9D:56         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:9F:81         	CATICBitComm	Shenzhen CATIC Bit Communications Technology Co.,Ltd
3C:9F:C3         	SineadTechno	Beijing Sinead Technology Co., Ltd.
3C:9F:CD         	NeowayTechno	Shenzhen Neoway Technology Co.,Ltd.
3C:A1:61         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:A2:C3         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:A3:48         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:A3:7E         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:A5:81         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:A6:16         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:A7:AE         	zte         	zte corporation
3C:A8:0A         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:A9:16         	HuaweiDevice	Huawei Device Co., Ltd.
3C:AB:72         	NanjingQinhe	Nanjing Qinheng Microelectronics Co., Ltd.
3C:AF:B7         	XiaomiCommun	Xiaomi Communications Co Ltd
3C:B2:33         	HuaweiDevice	Huawei Device Co., Ltd.
3C:B4:3D         	SZTenveovide	SZ Tenveo video technology co., Ltd
3C:B5:3D         	HunanGokeMic	Hunan Goke Microelectronics Co.,Ltd
3C:B6:B7         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
3C:BB:73         	XinguoduTech	Shenzhen Xinguodu Technology Co., Ltd.
3C:BC:D0         	zte         	zte corporation
3C:BD:3E         	XiaomiElectr	Beijing Xiaomi Electronics Co., Ltd.
3C:BD:69         	NokiaShangha	Nokia Shanghai Bell Co., Ltd.
3C:C0:3E         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:C5:C7         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:C6:83         	SichuanAILin	Sichuan AI-Link Technology Co., Ltd.
3C:CA:61         	TecnoMobile 	Tecno Mobile Limited
3C:CD:57         	XiaomiMobile	Beijing Xiaomi Mobile Software Co., Ltd
3C:CD:5D         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:CE:0D         	juduopingTec	Shenzhen juduoping Technology Co.,Ltd
3C:CF:B4         	TelinkSemico	Telink Semiconductor (Shanghai) Co., Ltd.
3C:D7:DA         	SKMtekmicroe	SK Mtek microelectronics(shenzhen)limited
3C:DA:2A         	zte         	zte corporation
3C:DC:03:20/28   	YadaElectron	Guangdong Yada Electronics Co.,Ltd
3C:DC:03:30/28   	XinruizhiInd	Shenzhen Xinruizhi Industrial Co., Ltd
3C:DC:03:C0/28   	LongsightTec	Shenzhen Longsight Technology Co., Ltd.
3C:DF:BD         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:E3:6B         	ZhejiangDahu	Zhejiang Dahua Technology Co., Ltd.
3C:E3:E7         	ChinaMobileG	China Mobile Group Device Co.,Ltd.
3C:E5:A6         	H3CTechnolog	Hangzhou H3C Technologies Co., Limited
3C:E8:24         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:EC:DE         	FujianStarNe	Fujian Star-Net Communication Co.,Ltd
3C:EF:8C         	ZhejiangDahu	Zhejiang Dahua Technology Co., Ltd.
3C:F5:91         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
3C:F6:52         	zte         	zte corporation
3C:F6:92         	HuaweiDevice	Huawei Device Co., Ltd.
3C:F7:48         	LinsnTechnol	Shenzhen Linsn Technology Development Co.,Ltd
3C:F8:08         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:F9:F0         	zte         	zte corporation
3C:FA:43         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:FA:80         	HuaweiTechno	Huawei Technologies Co.,Ltd
3C:FA:D3:C0/28   	zhongjuFiber	Shenzhen zhong ju Fiber optical Co.Ltd
3C:FF:D8         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:03:26         	NXPSemicondu	NXP Semiconductor (Tianjin) LTD.
40:06:34         	HuaweiDevice	Huawei Device Co., Ltd.
40:0E:F3         	zte         	zte corporation
40:11:75:10/28   	FujianKuke3D	Fujian Kuke3D Technology Co.,LTD
40:11:75:30/28   	Hexinruitong	Beijing Hexinruitong Electric Power Technology Co., Ltd.
40:11:75:60/28   	LanShuoCommu	ShenZhen LanShuo Communication Equipment CO.,LTD.
40:11:75:70/28   	GuangzhouRAL	Guangzhou RALID Information System Co.Ltd
40:11:75:A0/28   	BWTTianjin  	BWT Tianjin Ltd.
40:11:75:D0/28   	NanJingHuaSt	NanJing HuaStart Network Technology Co.,Ltd.
40:14:AD         	HuaweiDevice	Huawei Device Co., Ltd.
40:16:7E         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
40:16:9F         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
40:1C:D4         	HuaweiDevice	Huawei Device Co., Ltd.
40:22:30         	SuperElectro	Shenzhen SuperElectron Technology Co.,Ltd.
40:24:B2         	SichuanAILin	Sichuan AI-Link Technology Co., Ltd.
40:24:D2         	HuaweiDevice	Huawei Device Co., Ltd.
40:26:8E         	PhotonLeapTe	Shenzhen Photon Leap Technology Co., Ltd.
40:2A:8F         	HighFlyingEl	Shanghai High-Flying Electronics Technology Co., Ltd
40:2C:76:10/28   	DahuaScaleFa	Shanghai Dahua Scale Factory
40:2C:76:40/28   	SmarotTechno	Beijing Smarot Technology Co., Ltd.
40:2C:76:60/28   	GuangzhouLAN	Guangzhou LANGO Electronics Technology Co., Ltd.
40:2C:76:70/28   	ZhejiangGuol	Zhejiang Guoli Security Technology Co., Ltd.
40:2C:76:B0/28   	KuaiyuElectr	Beijing Kuaiyu Electronic Co., Ltd.
40:2C:76:D0/28   	GuangzhouQia	Guangzhou Qi'an Technology Co., Ltd.
40:31:3C         	XIAOMIElectr	XIAOMI Electronics,CO.,LTD
40:3B:7B         	HuaweiDevice	Huawei Device Co., Ltd.
40:3F:8C         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
40:41:0D         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:44:CE         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:44:FD         	RealmeChongq	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
40:45:A0         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
40:45:C4         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:45:DA         	SpreadtrumCo	Spreadtrum Communications (Shanghai) Co., Ltd.
40:48:FD:00/28   	C&WElectroni	Beijing C&W Electronics(Group)Co.,Ltd
40:48:FD:50/28   	52ndResearch	The 52nd Research Institute of China Electronic Technology Group Corporation
40:48:FD:A0/28   	YifangDigita	Shenzhen Yifang Digital Technology Co., LTD.
40:4D:8E         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:4F:42         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:50:B5         	NewSpeciesTe	Shenzhen New Species Technology Co., Ltd.
40:58:46         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
40:5D:82         	Netgear     	Netgear
40:62:34         	TelinkSemico	Telink Semiconductor (Shanghai) Co., Ltd.
40:62:EA         	ChinaMobileG	China Mobile Group Device Co.,Ltd.
40:67:9B         	SkyworthDigi	Shenzhen Skyworth Digital Technology CO., Ltd
40:6A:8E         	PuwellOETech	Hangzhou Puwell OE Tech Ltd.
40:6F:27         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:70:74         	LifeTechnolo	Life Technology (China) Co., Ltd
40:70:A5         	SichuanTiany	Sichuan Tianyi Comheart Telecom Co.,LTD
40:76:A9         	HuaweiDevice	Huawei Device Co., Ltd.
40:78:6A         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
40:7A:A4         	ZhejiangDahu	Zhejiang Dahua Technologyco.,Ltd
40:7D:0F         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:7F:E0         	GloryStarTec	Glory Star Technics (ShenZhen) Limited
40:86:CB         	DLink       	D-Link Corporation
40:88:05         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
40:88:E0         	ErenebenInfo	Beijing Ereneben Information Technology Limited Shenzhen Branch
40:8B:F6         	TCLNewTechno	Shenzhen TCL New Technology Co., Ltd
40:8C:1F         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
40:8D:5C         	GigaByteTech	Giga-Byte Technology Co.,Ltd.
40:8E:DF         	HuaweiDevice	Huawei Device Co., Ltd.
40:8E:F6         	Infinixmobil	Infinix mobility limited
40:92:49         	BaudDataComm	Shanghai Baud Data Communication Co.,Ltd.
40:95:95         	TPLink      	TP-Link Systems Inc.
40:99:E3         	GuangzhouMud	Guangzhou Mudi Information Technology Co., Ltd
40:99:F6         	TelinkSemico	Telink Semiconductor(Shanghai) Co.,Ltd
40:9A:30         	TecnoMobile 	Tecno Mobile Limited
40:9B:0D         	YourfKwanInd	Shenzhen Yourf Kwan Industrial Co., Ltd
40:9B:CD         	DLinkInterna	D-Link International
40:9C:A7         	ChinaDragonT	China Dragon Technology Limited
40:9F:87         	JideTechnolo	Jide Technology (Hong Kong) Limited
40:A1:08         	MotorolaMobi	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
40:A5:EF         	FourSeasGlob	Shenzhen Four Seas Global Link Network Technology Co., Ltd.
40:A7:86         	TecnoMobile 	Tecno Mobile Limited
40:AA:56         	ChinaDragonT	China Dragon Technology Limited
40:AC:BF         	HikvisionDig	Hangzhou Hikvision Digital Technology Co.,Ltd.
40:AE:30         	TPLink      	TP-Link Systems Inc
40:B0:76         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
40:B1:5C         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:B6:07         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
40:B6:E7         	HuaweiDevice	Huawei Device Co., Ltd.
40:B7:0E         	HuaweiDevice	Huawei Device Co., Ltd.
40:BC:8B         	itelio      	itelio GmbH
40:BE:EE         	YundingInfor	Shenzhen Yunding Information Technology Co.,Ltd
40:C1:F6         	JingxunTechn	Shenzhen Jingxun Technology Co., Ltd.
40:C2:45         	HexicomTechn	Shenzhen Hexicom Technology Co., Ltd.
40:C3:BC         	HuaweiDevice	Huawei Device Co., Ltd.
40:C6:2A         	JingRenElect	Shanghai Jing Ren Electronic Technology Co., Ltd.
40:C8:1F         	XinguoduTech	Shenzhen Xinguodu Technology Co., Ltd.
40:CB:A8         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:CD:7A         	QingdaoHisen	Qingdao Hisense Communications Co.,Ltd.
40:D2:5F         	ItelMobile  	Itel Mobile Limited
40:D4:F6         	HonorDevice 	Honor Device Co., Ltd.
40:D8:55:00:20/36	ChenxiaoTech	Hangzhou Chenxiao Technologies Co. Ltd.
40:D8:55:02:30/36	osolutionele	Shanghai o-solution electronics & Technology Co., Ltd.
40:D8:55:03:00/36	TecnologiasP	Tecnologias Plexus
40:D8:55:08:70/36	BestelChina 	Bestel China
40:D8:55:08:90/36	XingtuxinkeE	Wuhan Xingtuxinke ELectronic Co.,Ltd
40:D8:55:0B:10/36	NanjingTIANS	Nanjing TIANSU Automation Control System Co., Ltd.
40:D8:55:0B:F0/36	SETECPower  	Shenzhen SETEC Power Co.,Ltd
40:D8:55:11:E0/36	CEMSI       	CEMSI, Inc.
40:D8:55:12:10/36	AnjianInform	shanghai Anjian Information technology co. , ltd.
40:D8:55:13:C0/36	AnjianInform	shanghai Anjian Information technology co. , ltd.
40:D8:55:13:F0/36	ZhejiangWell	Zhejiang Wellsun Electric Meter Co.,Ltd
40:D8:55:16:60/36	AnhuiJianteN	Anhui Jiante Network Technology Co., Ltd.
40:D8:55:18:E0/36	KerunVisualT	Kerun Visual Technology Co., Ltd.(Shenzhen)
40:D8:55:19:00/36	SpiderTecnol	Spider Tecnologia Ind. e Com Ltda
40:D8:55:1B:F0/36	mingdinginfo	shanghai mingding information tech co.Ltd
40:D8:55:1D:F0/36	MeihuanTechn	Chengdu Meihuan Technology Co., Ltd
40:D8:55:50:D0/36	MaiWeiCableT	Shenzhen MaiWei Cable TV Equipment CO.,LTD.
40:DC:A5         	HuaweiDevice	Huawei Device Co., Ltd.
40:DE:17         	LanfengTimes	Shenzhen Lanfeng Times Industrial Co.,Ltd.
40:E1:1C         	CloudHighCom	shenzhen Cloud High Communication Technology Co.,Ltd
40:E1:71         	JiangsuHuito	Jiangsu Huitong Group Co.,Ltd.
40:E7:93         	SivitonTechn	Shenzhen Siviton Technology Co.,Ltd
40:EB:21         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:ED:00         	TPLink      	TP-Link Systems Inc
40:ED:98:10/28   	GuangZhouFii	GuangZhou FiiO Electronics Technology Co.,Ltd
40:ED:98:60/28   	BroadwanComm	Shanghai Broadwan Communications Co.,Ltd
40:ED:98:D0/28   	GANXTechnolo	Hangzhou GANX Technology Co.,Ltd.
40:EE:15         	ZioncomElect	Zioncom Electronics (Shenzhen) Ltd.
40:EE:BE         	NXPSemicondu	NXP Semiconductor (Tianjin) LTD.
40:EE:DD         	HuaweiTechno	Huawei Technologies Co.,Ltd
40:F3:85:20/28   	ZonghengElec	Beijing Zongheng Electro-Mechanical Technology Development Co.
40:F4:20         	SichuanTiany	Sichuan Tianyi Comheart Telecom Co.,LTD
40:FA:FE         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
44:00:4D         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:01:BB         	BilianElectr	Shenzhen Bilian Electronic Co.，Ltd
44:03:77:40/28   	LenovoImageT	Lenovo Image(Tianjin) Technology Ltd.
44:03:77:60/28   	ShenZhenHuaw	Shen Zhen Huawang Technology Co; Ltd
44:03:77:80/28   	GemmyElectro	Gemmy Electronics (Shenzhen) Co, Ltd
44:03:77:90/28   	UtKingTechno	Shenzhen Ut-King Technology Co.,Ltd
44:03:77:B0/28   	AsiaInfrastr	Hangzhou Asia Infrastructure Tech. Co., Ltd.
44:03:77:D0/28   	OmnisensePri	Omnisense Systems Private Limited Taiwan Branch
44:04:44         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
44:05:B8         	HuaweiDevice	Huawei Device Co., Ltd.
44:09:B8         	Salcomp     	Salcomp (Shenzhen) CO., LTD.
44:09:C6         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:0B:AB         	PositivoTecn	Positivo Tecnologia S.A.
44:13:D0         	zte         	zte corporation
44:18:47         	HunanScrownE	Hunan Scrown Electronic Information Tech.Co.,Ltd
44:19:B6         	HikvisionDig	Hangzhou Hikvision Digital Technology Co.,Ltd.
44:1C:7F         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
44:22:7C         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:22:95         	ChinaMobileI	China Mobile Iot Limited company
44:23:7C         	XiaomiMobile	Beijing Xiaomi Mobile Software Co., Ltd
44:27:2E         	HuaweiDevice	Huawei Device Co., Ltd.
44:28:A3         	Jiangsufulia	Jiangsu fulian Communication Technology Co., Ltd.
44:29:1E         	AltoBeam    	AltoBeam (China) Inc.
44:30:3F         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:32:62         	zte         	zte corporation
44:33:4C         	Bilianelectr	Shenzhen Bilian electronic CO.,LTD
44:36:5D         	HippStorTech	Shenzhen HippStor Technology Co., Ltd
44:37:0B         	GuangzhouShi	Guangzhou Shiyuan Electronic Technology Company Limited
44:41:F0         	zte         	zte corporation
44:45:6F         	OnegaTechnol	Shenzhen Onega Technology Co.,Ltd
44:46:87         	RealmeChongq	Realme Chongqing MobileTelecommunications Corp Ltd
44:47:CC         	HikvisionDig	Hangzhou Hikvision Digital Technology Co.,Ltd.
44:48:FF         	QingdaoHaier	Qingdao Haier Technology Co.,Ltd
44:4A:37         	XiaomiCommun	Xiaomi Communications Co Ltd
44:4A:D6         	RinocloudTec	Shenzhen Rinocloud Technology Co.,Ltd.
44:55:B1         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:55:C4         	HuaweiDevice	Huawei Device Co., Ltd.
44:56:E2         	SichuanTiany	Sichuan Tianyi Comheart Telecom Co.,LTD
44:59:43         	zte         	zte corporation
44:59:E3         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:5D:5E         	CoolkitTechn	SHENZHEN Coolkit Technology CO.,LTD
44:65:E0         	MerlionConsu	Merlion Consulting Services (Shenzhen) Co., Ltd
44:66:FC         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
44:67:47         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:6A:2E         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:6E:E5         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:6F:D8:00/28   	Sichuansubao	Sichuan subao network technology ltd.co.
44:6F:D8:10/28   	FuruilianEle	Shenzhen Furuilian Electronic Co.,Ltd.
44:6F:D8:30/28   	MestechsTech	Shenzhen Mestechs Technology CO., LTD
44:6F:D8:50/28   	ZhejiangShip	Zhejiang Ship Electronics & Technology Co., Ltd.
44:6F:D8:60/28   	AnhuiGuDaoTe	Anhui GuDao Tech
44:6F:D8:A0/28   	ZHEJIANGHIKA	ZHEJIANG HIKAILINK TECHNOLOGY Co., Ltd
44:6F:D8:B0/28   	gpthinktechn	Beijing gpthink technology co.,LTD.
44:6F:D8:C0/28   	ChangzhouHai	Changzhou Haitu Electronic Technology Co.,Ltd
44:71:47         	XiaomiElectr	Beijing Xiaomi Electronics Co.,Ltd
44:76:54         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:76:E7         	TecnoMobile 	Tecno Mobile Limited
44:7B:BB         	YOUHUATechno	Shenzhen YOUHUA Technology Co., Ltd
44:7D:A5         	VtionInforma	Vtion Information Technology (Fujian) Co.,Ltd
44:80:EB         	MotorolaMobi	Motorola Mobility LLC, a Lenovo Company
44:82:E5         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:85:02         	SuperElectro	Shenzhen SuperElectron Technology Co.,Ltd.
44:85:DA         	SkyworthDigi	Shenzhen Skyworth Digital Technology CO., Ltd
44:8C:00         	RealmeChongq	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
44:8C:AB         	FlitlinkVien	Beijing Flitlink Vientiane Technology Co., LTD
44:8E:EC         	ChinaMobileG	China Mobile Group Device Co.,Ltd.
44:90:46         	HonorDevice 	Honor Device Co., Ltd.
44:94:FC         	Netgear     	Netgear
44:95:FA         	QingdaoSanto	Qingdao Santong Digital Technology Co.Ltd
44:97:5A         	FastTechnolo	Shenzhen Fast Technologies Co.,Ltd
44:9B:C1         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:9E:F9         	vivoMobileCo	vivo Mobile Communication Co., Ltd.
44:9F:46         	HuaweiDevice	Huawei Device Co., Ltd.
44:A0:38         	HuaweiDevice	Huawei Device Co., Ltd.
44:A1:91         	HuaweiTechno	Huawei Technologies Co.,Ltd
44:A3:C7         	zte         	zte corporation
44:A5:6E         	Netgear     	Netgear
44:A6:42         	HikvisionDig	Hangzhou Hikvision Digital Technology Co.,Ltd.
44:A9:2C:00/28   	ZhejiangHisi	Zhejiang Hising Technology Co.,Ltd
44:A9:2C:20/28   	AnhuiZhongxi	Anhui Zhongxin Electronic Technology Co., Ltd.
44:A9:2C:50/28   	LianfaxunEle	Shenzhen Lianfaxun Electronic Technology Co.,Ltd
44:A9:2C:60/28   	Ningbojoyson	Ningbo joyson new energy automotive technology Co.,Ltd
44:A9:2C:90/28   	ChinaElectro	China Electronics Corporation Greatwall Shengfeifan information system Co.,ltd. Hu'nan computer R.&D. Center
44:AE:44         	HuaweiDevice	Huawei Device Co., Ltd.
44:AE:AB         	OppoMobileTe	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
44:B2:95         	SichuanAILin	Sichuan AI-Link Technology Co., Ltd.
44:B3:2D         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
