00:1D:74         	TianjinChina	Tianjin China-Silicon Microelectronics Co., Ltd.
00:1D:7D         	GigaByteTech	Giga-Byte Technology Co.,Ltd.
00:1D:80         	HuahuanEletr	Beijing Huahuan Eletronics Co.,Ltd
00:1D:81         	GuangzhouGat	Guangzhou Gateway Electronics Co., Ltd
00:1D:86         	ShinwaIndust	Shinwa Industries(China) Ltd.
00:1D:A4         	SystemTechno	Hangzhou System Technology CO., LTD
00:1D:B0         	FuJianHengTo	FuJian HengTong Information Technology Co.,Ltd
00:1D:C5         	JiaxunFeihon	Beijing Jiaxun Feihong Electricial Co., Ltd.
00:1D:DC         	DeChangLongT	HangZhou DeChangLong Tech&Info Co.,Ltd
00:1D:DE         	ZhejiangBroa	Zhejiang Broadcast&Television Technology Co.,Ltd.
00:1D:FA         	FujianLANDIC	Fujian LANDI Commercial Equipment Co.,Ltd
00:1D:FB         	NETCLEUS    	NETCLEUS Systems Corporation
00:1E:10         	HuaweiTechno	Huawei Technologies Co.,Ltd
00:1E:1A         	BestSourceTa	Best Source Taiwan Inc.
00:1E:24         	ZhejiangBell	Zhejiang Bell Technology Co.,ltd
00:1E:2A         	Netgear     	Netgear
00:1E:40         	DareGlobalTe	Shanghai DareGlobal Technologies Co.,Ltd
00:1E:58         	DLink       	D-Link Corporation
00:1E:6A         	BluexonTechn	Beijing Bluexon Technology Co.,Ltd
00:1E:6E         	FirstMileCom	Shenzhen First Mile Communications Ltd
00:1E:73         	zte         	zte corporation
00:1E:8C         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
00:1E:CE         	BISATechnolo	BISA Technologies (Hong Kong) Limited
00:1E:E3         	T&WElectroni	T&W Electronics (ShenZhen) Co.,Ltd
00:1E:E6         	AdvancedVide	Shenzhen Advanced Video Info-Tech Co., Ltd.
00:1F:07         	AZTEQMobile 	AZTEQ Mobile
00:1F:33         	Netgear     	Netgear
00:1F:55         	HoneywellSec	Honeywell Security (China) Co., Ltd.
00:1F:59         	KronbackTrac	Kronback Tracers
00:1F:64         	AutelanTechn	Beijing Autelan Technology Inc.
00:1F:6F         	FujianSunnad	Fujian Sunnada Communication Co.,Ltd.
00:1F:72         	QingDaoHipho	QingDao Hiphone Technology Co,.Ltd
00:1F:7C         	WitelcomAS  	Witelcom AS
00:1F:8F         	BellmannDigi	Shanghai Bellmann Digital Source Co.,Ltd.
00:1F:A3         	T&WElectroni	T&W Electronics(Shenzhen)Co.,Ltd.
00:1F:A4         	GongjinElect	Shenzhen Gongjin Electronics Co.,Lt
00:1F:BE         	MopnetIndust	Shenzhen Mopnet Industrial Co.,Ltd
00:1F:BF         	FulhuaMicroe	Fulhua Microelectronics Corp. Taiwan Branch
00:1F:C6         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
00:1F:CF         	MSITechnolog	MSI Technology GmbH
00:1F:D0         	GigaByteTech	Giga-Byte Technology Co.,Ltd.
00:1F:D6         	Allywll     	Shenzhen Allywll
00:20:8C         	GalaxyNetwor	Galaxy Networks, Inc.
00:20:8F         	ECITelecom  	ECI Telecom Ltd.
00:20:DC         	DensitronTai	Densitron Taiwan Ltd.
00:20:ED         	GigaByteTech	Giga-Byte Technology Co., Ltd.
00:21:0D         	SamsinInnote	Samsin Innotec
00:21:26         	TorchEquipme	Shenzhen Torch Equipment Co., Ltd.
00:21:27         	TpLinkTechno	Tp-Link Technologies Co.,Ltd.
00:21:49         	ChinaDahengG	China Daheng Group ,Inc.
00:21:4B         	HAMPScienceT	Shenzhen HAMP Science & Technology Co.,Ltd
00:21:4D         	GuangzhouSky	Guangzhou Skytone Transmission Technology Com. Ltd.
00:21:91         	DLink       	D-Link Corporation
00:21:92         	BaodingGalax	Baoding Galaxy Electronic Technology Co.,Ltd
00:21:CB         	SmsTecnologi	Sms Tecnologia Eletronica Ltda
00:21:DB         	SantachiVide	Santachi Video Technology (Shenzhen) Co., Ltd.
00:21:DC         	TECNOALARM  	TECNOALARM S.r.l.
00:22:15         	ASUSTekCOMPU	ASUSTek COMPUTER INC.
00:22:3F         	Netgear     	Netgear
00:22:44         	LinkonCommun	Chengdu Linkon Communications Device Co., Ltd
